date,academic,cfp,funding,misc,personal,research,service-external,service-internal,system,teaching,twitter
2011-09-04,10,1,0,0,1,8,0,0,0,0,0
2011-09-05,4,4,0,1,0,17,1,2,0,0,0
2011-09-06,32,4,2,4,0,58,1,1,0,0,0
2011-09-07,46,4,3,0,0,52,0,0,0,0,0
2011-09-08,26,7,1,0,0,61,0,0,0,0,0
2011-09-09,12,1,0,1,2,27,0,0,0,0,0
2011-09-10,5,4,0,0,0,14,0,1,0,0,0
2011-09-11,4,0,1,0,2,19,0,0,0,0,0
2011-09-12,24,5,4,0,1,26,0,2,0,0,0
2011-09-13,31,8,2,0,4,55,0,6,0,0,0
2011-09-14,9,12,1,1,0,61,0,0,0,0,0
2011-09-15,22,4,1,1,4,57,0,2,0,0,0
2011-09-16,14,10,0,5,0,63,0,2,0,0,0
2011-09-17,4,2,0,1,1,5,0,6,0,0,0
2011-09-18,5,4,1,2,0,3,0,2,0,0,0
2011-09-19,11,2,1,1,0,49,1,3,0,0,0
2011-09-20,16,4,2,2,1,31,0,0,0,0,0
2011-09-21,7,3,2,4,7,34,0,16,0,0,0
2011-09-22,12,3,0,0,2,43,3,3,0,0,0
2011-09-23,8,5,0,0,2,31,3,1,0,0,0
2011-09-24,0,1,0,0,0,9,0,4,0,0,0
2011-09-25,1,0,1,0,0,43,0,1,0,0,0
2011-09-26,28,1,3,3,0,54,0,4,0,0,0
2011-09-27,14,6,1,2,0,56,0,1,0,0,0
2011-09-28,21,3,13,2,0,43,0,0,0,0,0
2011-09-29,22,2,2,0,2,21,0,0,0,0,0
2011-09-30,7,3,2,0,0,30,0,6,0,1,0
2011-10-01,2,1,0,0,0,4,0,4,0,0,0
2011-10-02,11,2,2,2,0,13,0,5,0,0,0
2011-10-03,19,3,2,3,2,37,0,2,0,0,0
2011-10-04,19,0,2,0,6,37,2,0,0,0,0
2011-10-05,22,11,4,1,0,24,3,0,0,4,0
2011-10-06,12,2,0,0,0,42,0,0,0,1,0
2011-10-07,7,5,0,0,0,18,0,4,0,0,0
2011-10-08,20,1,0,0,0,16,0,0,0,0,0
2011-10-09,11,0,0,2,0,5,0,0,0,0,0
2011-10-10,18,4,0,0,0,40,0,0,0,0,0
2011-10-11,29,6,0,0,0,19,1,7,0,0,0
2011-10-12,40,11,1,2,0,24,3,1,0,0,0
2011-10-13,15,8,2,2,0,25,0,2,0,0,0
2011-10-14,10,4,0,1,0,40,0,4,0,0,0
2011-10-15,8,4,0,6,0,20,2,0,0,0,0
2011-10-16,9,3,2,2,0,27,0,2,0,0,0
2011-10-17,15,2,2,1,0,30,3,2,0,0,0
2011-10-18,28,1,0,3,0,37,0,0,0,0,0
2011-10-19,26,5,4,2,0,30,0,1,0,0,0
2011-10-20,25,6,0,0,0,57,0,7,0,0,0
2011-10-21,17,4,2,3,0,49,0,0,0,0,0
2011-10-22,5,0,0,2,0,16,0,0,0,0,0
2011-10-23,14,2,0,2,0,27,0,0,0,0,0
2011-10-24,25,3,3,2,0,15,0,0,0,0,0
2011-10-25,6,8,1,17,0,22,2,1,0,0,0
2011-10-26,18,1,1,0,0,17,1,0,0,0,0
2011-10-27,4,4,0,1,0,43,2,0,0,0,0
2011-10-28,14,3,1,0,0,12,1,4,0,0,0
2011-10-29,6,2,0,2,0,5,0,0,0,0,0
2011-10-30,4,2,2,0,0,3,0,0,0,0,0
2011-10-31,21,5,0,6,0,56,3,0,0,0,0
2011-11-01,11,3,0,1,0,68,1,6,0,0,0
2011-11-02,26,5,2,4,0,47,0,8,0,0,0
2011-11-03,10,3,16,3,0,28,1,3,0,0,0
2011-11-04,33,5,0,2,0,37,0,0,0,0,0
2011-11-05,6,2,0,3,0,6,0,0,0,0,0
2011-11-06,1,2,0,0,0,10,4,4,0,0,0
2011-11-07,8,4,2,3,0,38,2,13,0,0,0
2011-11-08,8,6,0,3,4,28,7,0,0,0,0
2011-11-09,28,2,2,2,1,26,0,1,0,0,0
2011-11-10,13,1,3,3,0,35,0,0,0,0,0
2011-11-11,14,2,1,3,0,55,3,1,0,0,0
2011-11-12,2,2,0,1,1,5,0,0,0,0,0
2011-11-13,6,4,0,1,0,2,0,0,0,0,0
2011-11-14,28,2,0,0,2,34,2,0,0,0,0
2011-11-15,18,3,0,1,5,29,3,0,0,0,0
2011-11-16,14,0,1,0,11,39,4,0,0,0,0
2011-11-17,20,5,0,0,3,19,1,6,0,0,0
2011-11-18,29,4,0,0,1,35,4,4,0,1,0
2011-11-19,5,0,0,0,0,6,1,0,0,0,0
2011-11-20,1,2,0,0,0,6,1,0,0,0,0
2011-11-21,9,0,0,2,5,69,5,0,0,4,0
2011-11-22,10,4,0,1,2,35,0,0,0,0,0
2011-11-23,8,1,1,0,0,46,2,0,0,0,0
2011-11-24,3,3,0,3,0,5,0,0,0,0,0
2011-11-25,18,0,0,2,5,30,4,8,0,0,0
2011-11-26,1,0,0,0,0,10,1,2,0,0,0
2011-11-27,2,11,0,3,2,21,0,1,0,0,0
2011-11-28,10,5,7,0,1,33,1,0,0,0,0
2011-11-29,10,4,2,1,0,29,0,5,0,0,0
2011-11-30,12,3,4,0,0,30,0,0,0,0,0
2011-12-01,13,7,1,1,0,18,0,3,0,0,0
2011-12-02,8,3,0,2,0,21,0,2,0,0,0
2011-12-03,6,0,0,1,0,9,0,0,0,0,0
2011-12-04,4,4,0,2,0,8,0,11,0,0,0
2011-12-05,14,4,0,4,4,52,0,3,0,0,0
2011-12-06,9,5,4,0,1,16,2,12,0,0,0
2011-12-07,16,22,5,0,1,34,2,8,0,0,0
2011-12-08,12,4,2,0,0,31,1,4,0,0,0
2011-12-09,9,4,0,0,0,34,6,4,0,0,0
2011-12-10,1,2,0,5,1,3,1,0,0,0,0
2011-12-11,8,0,3,0,0,9,0,1,0,0,0
2011-12-12,15,4,6,0,1,18,1,0,0,0,0
2011-12-13,12,3,19,1,0,19,0,1,0,0,0
2011-12-14,29,4,12,0,0,32,3,5,0,0,0
2011-12-15,11,6,1,0,5,37,3,0,0,0,0
2011-12-16,22,9,6,3,0,31,1,0,0,0,0
2011-12-17,3,20,0,6,0,7,0,1,0,0,0
2011-12-18,3,0,1,0,0,13,1,4,0,0,0
2011-12-19,22,8,25,0,2,30,0,2,0,0,0
2011-12-20,13,10,2,0,2,15,7,13,0,0,0
2011-12-21,13,3,0,1,1,30,2,15,0,0,0
2011-12-22,9,3,0,0,1,25,0,2,0,0,0
2011-12-23,2,7,0,8,0,21,0,2,0,6,0
2011-12-24,2,1,0,0,0,1,0,8,0,0,0
2011-12-25,0,0,1,0,0,1,0,0,0,0,0
2011-12-26,4,0,0,0,0,33,0,8,0,0,0
2011-12-27,11,2,0,1,0,44,0,16,0,0,0
2011-12-28,7,2,0,0,0,27,0,13,0,0,0
2011-12-29,4,0,0,0,0,9,1,6,0,0,0
2011-12-30,0,1,0,1,0,39,0,6,0,0,0
2011-12-31,0,18,0,0,0,4,0,3,0,0,0
2012-01-01,2,1,0,0,0,8,1,4,0,0,0
2012-01-02,7,6,0,1,2,40,0,14,0,0,0
2012-01-03,11,10,1,0,0,67,0,6,0,0,0
2012-01-04,15,2,0,2,6,68,1,1,0,0,0
2012-01-05,19,8,2,3,1,35,0,1,0,0,0
2012-01-06,11,4,1,2,1,47,0,0,0,0,0
2012-01-07,0,1,0,1,0,0,0,0,0,0,0
2012-01-08,8,1,0,0,0,11,1,4,0,0,0
2012-01-09,11,12,0,0,0,32,0,2,0,0,0
2012-01-10,29,10,1,1,2,45,0,5,0,0,0
2012-01-11,22,6,1,2,0,48,6,3,0,0,0
2012-01-12,23,13,0,0,0,37,2,3,0,0,0
2012-01-13,29,7,5,6,4,60,0,2,0,0,0
2012-01-14,7,2,0,1,0,8,0,0,0,0,0
2012-01-15,4,2,0,2,0,2,0,1,0,0,0
2012-01-16,14,10,0,1,0,22,0,1,0,0,0
2012-01-17,16,6,0,4,4,60,0,2,0,0,0
2012-01-18,22,8,1,0,1,63,3,0,0,0,0
2012-01-19,13,18,0,3,0,52,1,0,0,0,0
2012-01-20,11,8,0,2,0,32,0,0,0,0,0
2012-01-21,14,4,0,0,0,1,0,0,0,0,0
2012-01-22,2,1,0,2,0,5,1,0,0,0,0
2012-01-23,13,5,0,0,2,67,4,0,0,0,0
2012-01-24,19,6,0,1,2,43,0,3,0,0,0
2012-01-25,17,4,7,3,0,70,2,0,0,0,0
2012-01-26,21,5,0,0,0,50,1,0,0,0,0
2012-01-27,18,4,0,4,0,37,2,0,0,0,0
2012-01-28,6,1,0,0,0,26,7,0,0,0,0
2012-01-29,10,1,0,2,0,15,3,0,0,0,0
2012-01-30,10,9,0,7,0,133,3,1,0,0,0
2012-01-31,22,10,0,10,0,63,0,6,0,0,0
2012-02-01,15,2,1,4,0,81,0,3,0,0,0
2012-02-02,19,5,0,4,0,41,0,2,0,0,0
2012-02-03,29,7,0,2,0,60,0,1,0,0,0
2012-02-04,10,4,0,0,0,8,0,1,0,0,0
2012-02-05,9,0,0,3,0,25,0,12,0,0,0
2012-02-06,16,10,0,7,0,87,0,9,0,0,0
2012-02-07,24,8,0,2,0,82,0,1,0,0,0
2012-02-08,20,7,1,1,0,34,0,4,0,0,0
2012-02-09,16,14,4,2,4,63,0,0,0,0,0
2012-02-10,14,6,0,4,2,79,0,0,0,4,0
2012-02-11,39,0,0,1,0,47,0,0,0,0,0
2012-02-12,2,0,1,4,0,4,0,0,0,0,0
2012-02-13,28,11,0,21,0,57,0,14,0,0,0
2012-02-14,34,11,1,1,1,50,0,2,0,0,0
2012-02-15,22,4,1,4,0,16,1,0,0,0,0
2012-02-16,30,19,0,4,0,46,1,0,0,0,0
2012-02-17,20,5,0,0,2,22,1,0,0,0,0
2012-02-18,0,7,0,7,0,12,0,0,0,0,0
2012-02-19,16,1,1,2,0,16,0,0,0,0,0
2012-02-20,33,4,0,3,0,85,0,0,0,0,0
2012-02-21,26,2,0,3,3,39,0,0,0,0,0
2012-02-22,21,10,1,2,1,40,0,0,0,0,0
2012-02-23,13,9,0,4,1,66,1,0,0,0,0
2012-02-24,24,3,0,7,0,47,0,0,0,0,0
2012-02-25,7,5,0,0,0,26,0,0,0,0,0
2012-02-26,10,2,0,3,0,14,0,0,0,0,0
2012-02-27,18,5,0,4,0,31,0,0,0,0,0
2012-02-28,19,7,0,6,1,37,0,0,0,0,0
2012-02-29,9,10,3,1,0,36,0,0,0,0,0
2012-03-01,42,12,1,3,0,81,0,0,0,0,0
2012-03-02,11,6,0,2,0,77,0,0,0,0,0
2012-03-03,9,0,0,0,0,15,0,0,0,0,0
2012-03-04,5,1,0,0,0,32,0,0,0,0,0
2012-03-05,18,17,0,0,0,104,0,0,0,0,0
2012-03-06,9,6,10,0,0,50,0,0,0,0,0
2012-03-07,18,5,3,1,0,53,0,0,0,0,0
2012-03-08,20,4,3,2,0,37,0,0,0,0,0
2012-03-09,18,5,1,0,0,39,0,0,0,0,0
2012-03-10,8,2,1,1,0,42,0,0,0,0,0
2012-03-11,18,1,2,6,0,38,2,0,0,5,0
2012-03-12,17,5,4,4,1,60,0,0,0,1,0
2012-03-13,27,17,0,6,0,63,0,0,0,0,0
2012-03-14,40,5,0,1,0,61,2,0,0,1,0
2012-03-15,10,9,5,2,0,57,0,0,0,0,0
2012-03-16,14,4,2,0,0,45,1,0,0,0,0
2012-03-17,4,5,3,2,0,16,0,0,0,0,0
2012-03-18,1,1,0,1,2,24,0,0,0,0,0
2012-03-19,2,9,0,1,5,18,0,0,0,0,0
2012-03-20,2,7,0,1,0,42,0,0,0,0,0
2012-03-21,17,13,1,2,0,55,1,0,0,0,0
2012-03-22,17,6,2,1,0,11,3,12,0,0,0
2012-03-23,17,10,0,2,0,40,1,20,0,0,0
2012-03-24,3,5,0,0,0,17,1,4,0,0,0
2012-03-25,3,1,0,5,3,21,0,3,0,0,0
2012-03-26,18,5,1,2,11,34,0,7,0,0,0
2012-03-27,14,8,2,1,12,34,0,0,0,0,0
2012-03-28,17,11,9,4,18,44,0,0,0,0,0
2012-03-29,18,6,2,1,2,54,0,0,0,0,0
2012-03-30,13,10,3,1,3,37,0,0,0,0,0
2012-03-31,3,3,0,2,5,21,0,0,0,0,0
2012-04-01,6,2,2,0,0,21,0,0,0,0,0
2012-04-02,14,4,0,1,5,34,0,8,0,0,0
2012-04-03,13,10,0,1,1,19,0,0,0,0,0
2012-04-04,19,3,1,3,2,38,0,3,0,0,0
2012-04-05,31,8,1,0,2,25,1,2,0,0,0
2012-04-06,18,2,0,2,0,64,0,4,0,0,0
2012-04-07,3,0,0,1,0,19,0,1,0,0,0
2012-04-08,1,1,0,5,0,15,0,0,0,0,0
2012-04-09,16,2,1,2,0,59,0,2,0,11,0
2012-04-10,23,13,0,1,3,43,1,0,0,4,0
2012-04-11,27,5,5,0,1,32,4,0,0,4,0
2012-04-12,16,4,4,0,1,43,0,0,0,4,0
2012-04-13,18,5,3,3,2,21,0,0,0,0,0
2012-04-14,4,1,0,1,0,10,0,0,0,0,0
2012-04-15,2,2,9,0,1,18,0,0,0,0,0
2012-04-16,21,2,17,4,1,48,0,0,0,3,0
2012-04-17,27,6,24,1,0,33,0,3,0,1,0
2012-04-18,19,4,3,1,0,39,0,3,0,0,0
2012-04-19,26,7,6,0,0,21,0,4,0,0,0
2012-04-20,22,8,0,0,0,27,0,0,0,0,0
2012-04-21,19,2,0,0,0,4,0,1,0,0,0
2012-04-22,1,0,2,0,0,11,0,4,0,0,0
2012-04-23,18,5,1,0,0,49,0,0,0,0,0
2012-04-24,21,9,4,3,0,33,0,1,0,0,0
2012-04-25,29,4,4,2,0,46,1,0,0,0,0
2012-04-26,17,4,0,2,0,24,0,0,0,0,0
2012-04-27,13,9,0,1,0,46,0,0,0,0,0
2012-04-28,7,2,0,0,0,9,0,0,0,0,0
2012-04-29,18,1,0,4,0,9,0,0,0,0,0
2012-04-30,30,9,0,1,0,46,2,0,0,0,0
2012-05-01,11,9,6,0,1,44,1,20,0,0,0
2012-05-02,21,11,3,2,0,24,0,12,0,1,0
2012-05-03,25,7,5,2,0,49,0,1,0,0,0
2012-05-04,14,1,5,0,0,48,0,3,0,0,0
2012-05-05,5,1,2,0,1,3,0,0,0,0,0
2012-05-06,1,6,0,0,2,11,0,4,0,0,0
2012-05-07,24,10,11,1,2,20,2,0,0,0,0
2012-05-08,12,7,11,1,0,17,5,0,0,0,0
2012-05-09,27,6,10,0,1,25,2,0,0,0,0
2012-05-10,16,3,34,0,3,18,1,0,0,0,0
2012-05-11,12,9,10,2,0,53,1,5,0,0,0
2012-05-12,3,3,1,1,3,51,0,8,0,0,0
2012-05-13,1,5,0,0,0,20,0,1,0,0,0
2012-05-14,30,10,30,2,0,45,3,11,0,3,0
2012-05-15,13,18,12,0,0,71,2,5,0,0,0
2012-05-16,30,7,31,1,1,64,0,8,0,0,0
2012-05-17,14,3,13,2,4,44,0,4,0,0,0
2012-05-18,15,3,15,3,2,45,3,4,0,0,0
2012-05-19,5,4,2,0,0,49,0,1,0,0,0
2012-05-20,4,1,6,2,0,8,0,0,0,0,0
2012-05-21,10,7,20,2,0,19,4,3,0,0,0
2012-05-22,9,7,15,16,0,33,0,1,0,0,0
2012-05-23,17,9,0,1,2,20,0,1,0,0,0
2012-05-24,11,7,1,7,0,72,1,1,0,0,0
2012-05-25,20,5,13,7,8,30,0,0,0,0,0
2012-05-26,2,1,0,1,1,14,0,0,0,0,0
2012-05-27,4,1,1,0,0,8,0,0,0,0,0
2012-05-28,7,7,5,0,2,47,0,0,0,0,0
2012-05-29,31,14,5,0,4,45,0,0,0,0,0
2012-05-30,17,15,1,2,20,26,0,0,0,0,0
2012-05-31,21,10,6,0,2,37,0,2,0,0,0
2012-06-01,10,2,2,1,1,50,0,1,0,0,0
2012-06-02,4,1,2,3,0,7,0,0,0,0,0
2012-06-03,3,2,1,3,0,20,0,0,0,0,0
2012-06-04,24,4,0,2,1,29,0,1,0,0,0
2012-06-05,10,3,1,0,6,22,0,0,0,1,0
2012-06-06,20,7,3,2,3,43,1,0,0,0,0
2012-06-07,15,7,2,3,3,44,1,0,0,0,0
2012-06-08,4,3,0,0,6,40,3,1,0,0,0
2012-06-09,1,1,0,2,4,30,0,0,0,3,0
2012-06-10,6,2,0,1,2,24,0,0,0,0,0
2012-06-11,16,6,2,0,0,41,2,2,0,0,0
2012-06-12,3,1,17,0,4,55,3,0,0,0,0
2012-06-13,13,6,0,2,1,55,2,1,0,0,0
2012-06-14,25,1,0,4,1,60,0,0,0,0,0
2012-06-15,21,5,0,0,1,69,0,0,0,0,0
2012-06-16,1,3,0,0,0,13,0,0,0,0,0
2012-06-17,0,3,0,0,1,4,0,0,0,0,0
2012-06-18,11,2,4,4,1,49,0,0,0,0,0
2012-06-19,24,5,4,0,6,57,0,0,0,0,0
2012-06-20,18,12,11,0,6,61,0,3,0,0,0
2012-06-21,12,10,1,0,1,26,1,0,0,0,0
2012-06-22,18,7,2,0,1,14,0,0,0,0,0
2012-06-23,6,5,0,3,3,5,0,0,0,0,0
2012-06-24,3,4,2,0,0,1,2,0,0,0,0
2012-06-25,6,7,0,0,2,15,1,0,0,0,0
2012-06-26,20,3,0,2,3,58,1,0,0,0,0
2012-06-27,7,6,5,2,1,55,0,0,0,0,0
2012-06-28,10,2,1,2,0,56,2,0,0,0,0
2012-06-29,8,4,10,3,0,46,0,0,0,0,0
2012-06-30,4,1,0,0,0,3,0,0,0,0,0
2012-07-01,2,1,7,0,0,18,0,0,0,0,0
2012-07-02,11,11,16,0,2,13,0,1,0,0,0
2012-07-03,8,4,7,2,3,27,0,0,0,0,0
2012-07-04,5,6,5,1,1,8,0,0,0,0,0
2012-07-05,13,6,3,3,1,49,2,0,0,0,0
2012-07-06,7,8,0,0,1,38,0,0,0,0,0
2012-07-07,0,0,0,0,0,17,0,0,0,0,0
2012-07-08,1,1,6,0,7,12,0,0,0,0,0
2012-07-09,14,15,4,0,3,69,1,0,0,0,0
2012-07-10,25,8,2,2,0,60,0,0,0,4,0
2012-07-11,18,7,1,5,0,70,0,0,0,0,0
2012-07-12,11,6,1,0,0,32,0,8,0,1,0
2012-07-13,13,6,1,0,1,17,0,4,0,0,0
2012-07-14,0,7,0,1,0,0,0,0,0,0,0
2012-07-15,11,3,0,0,5,3,0,1,0,7,0
2012-07-16,15,6,1,0,1,56,0,7,0,1,0
2012-07-17,26,7,1,1,0,69,0,4,0,5,0
2012-07-18,17,4,6,0,2,41,0,3,0,0,0
2012-07-19,11,2,2,2,0,31,0,7,0,0,0
2012-07-20,17,1,5,1,1,37,0,0,0,0,0
2012-07-21,1,0,0,2,0,8,0,1,0,0,0
2012-07-22,1,4,0,2,1,3,0,0,0,0,0
2012-07-23,8,4,1,6,0,40,0,16,0,4,0
2012-07-24,12,3,18,5,1,35,1,7,0,0,0
2012-07-25,11,6,8,2,1,62,0,12,0,1,0
2012-07-26,27,9,3,1,0,51,0,2,0,0,0
2012-07-27,28,3,0,4,0,20,1,3,0,0,0
2012-07-28,1,1,0,1,3,7,0,0,0,1,0
2012-07-29,1,1,0,4,1,26,0,0,0,0,0
2012-07-30,51,4,2,3,11,52,0,1,0,3,0
2012-07-31,34,6,11,7,4,50,0,0,0,5,0
2012-08-01,24,13,4,3,7,55,0,12,0,0,0
2012-08-02,8,7,1,2,4,63,0,1,0,0,0
2012-08-03,23,3,1,2,1,54,0,3,0,5,0
2012-08-04,8,3,0,2,1,5,0,1,0,0,0
2012-08-05,1,4,3,0,0,1,0,0,0,0,0
2012-08-06,13,6,4,1,7,46,0,5,0,0,0
2012-08-07,2,3,0,0,4,21,1,2,0,0,0
2012-08-08,4,4,8,3,14,27,1,2,0,1,0
2012-08-09,17,4,4,0,4,28,2,1,0,0,0
2012-08-10,9,2,1,1,2,74,0,9,0,0,0
2012-08-11,2,0,0,4,2,16,0,0,0,0,0
2012-08-12,8,3,3,2,1,7,0,0,0,0,0
2012-08-13,38,3,4,0,3,56,0,4,0,0,0
2012-08-14,28,5,0,5,2,22,1,3,0,0,0
2012-08-15,16,4,2,1,0,8,0,1,0,0,0
2012-08-16,23,1,1,2,1,33,0,5,0,0,0
2012-08-17,33,2,2,1,0,47,1,16,0,4,0
2012-08-18,4,1,0,1,0,9,0,9,0,0,0
2012-08-19,5,4,4,4,0,15,0,9,0,0,0
2012-08-20,20,6,4,1,3,103,2,14,0,2,0
2012-08-21,18,3,0,2,2,46,0,1,0,0,0
2012-08-22,22,7,2,1,1,52,0,25,0,6,0
2012-08-23,9,5,0,2,1,39,8,39,0,0,0
2012-08-24,10,7,5,11,4,57,0,14,0,7,0
2012-08-25,15,0,0,2,1,27,0,15,0,5,0
2012-08-26,18,0,2,2,1,7,0,2,0,0,0
2012-08-27,24,5,1,1,2,22,0,9,0,0,0
2012-08-28,17,3,1,0,1,26,1,19,0,5,0
2012-08-29,16,0,0,0,0,24,0,7,0,1,0
2012-08-30,35,4,6,1,0,35,0,11,0,0,0
2012-08-31,26,0,0,2,0,14,0,10,0,5,0
2012-09-01,1,2,1,6,1,10,4,14,0,2,0
2012-09-02,1,2,1,3,0,3,0,7,0,1,0
2012-09-03,5,0,0,8,0,13,0,19,0,8,0
2012-09-04,28,3,1,2,0,38,1,35,0,8,0
2012-09-05,46,5,12,1,3,27,2,40,0,10,0
2012-09-06,22,3,4,2,2,15,0,13,0,12,0
2012-09-07,21,9,1,0,2,5,0,13,0,3,0
2012-09-08,10,0,0,1,0,17,0,39,0,0,0
2012-09-09,11,4,0,0,0,19,0,31,0,2,0
2012-09-10,11,5,2,0,4,20,0,42,0,4,0
2012-09-11,26,4,3,1,2,30,0,38,0,0,0
2012-09-12,42,6,5,0,2,42,3,32,0,2,0
2012-09-13,16,4,1,0,9,65,0,14,0,5,0
2012-09-14,22,8,3,4,6,71,1,10,0,11,0
2012-09-15,18,4,0,1,0,7,0,10,0,2,0
2012-09-16,9,0,2,0,0,25,1,1,0,25,0
2012-09-17,19,5,4,4,0,18,3,19,0,0,0
2012-09-18,12,3,4,6,0,21,1,4,0,2,0
2012-09-19,38,4,6,1,0,61,1,31,0,14,0
2012-09-20,24,4,5,0,2,49,0,11,0,9,0
2012-09-21,28,1,5,0,0,92,4,39,0,2,0
2012-09-22,2,1,2,0,1,18,1,16,0,9,0
2012-09-23,2,2,1,1,0,10,0,6,0,2,0
2012-09-24,32,10,4,0,2,41,0,43,0,2,0
2012-09-25,44,6,0,0,1,43,1,17,0,7,0
2012-09-26,10,7,2,0,5,50,0,17,0,6,0
2012-09-27,20,5,0,3,0,35,1,36,0,2,0
2012-09-28,15,4,0,1,2,60,1,9,0,11,0
2012-09-29,7,0,0,2,1,14,1,3,0,0,0
2012-09-30,15,0,4,0,0,31,1,20,0,0,0
2012-10-01,22,5,2,0,0,32,2,39,0,4,0
2012-10-02,20,9,6,3,1,44,2,42,0,2,0
2012-10-03,23,1,3,0,1,61,4,1,0,3,0
2012-10-04,4,7,3,2,0,26,2,11,0,0,0
2012-10-05,20,4,0,0,0,55,2,9,0,3,0
2012-10-06,6,6,0,2,0,13,2,1,0,3,0
2012-10-07,30,1,3,4,1,19,0,0,0,0,0
2012-10-08,38,7,4,1,2,54,0,21,0,3,0
2012-10-09,28,4,0,1,3,64,0,36,0,13,0
2012-10-10,34,8,4,0,1,78,1,52,0,9,0
2012-10-11,25,4,3,0,3,29,0,4,0,2,0
2012-10-12,23,5,1,2,0,65,0,4,0,7,0
2012-10-13,4,1,0,2,0,14,2,4,0,1,0
2012-10-14,4,1,0,1,0,28,0,3,0,0,0
2012-10-15,18,5,16,0,1,45,0,8,0,3,0
2012-10-16,20,9,14,1,1,22,0,4,0,2,0
2012-10-17,30,5,18,2,1,37,0,12,0,1,0
2012-10-18,14,3,4,0,0,27,0,4,0,1,0
2012-10-19,21,5,6,2,0,64,0,16,0,2,0
2012-10-20,2,1,0,3,0,6,0,1,0,2,0
2012-10-21,4,2,3,1,0,33,0,5,0,0,0
2012-10-22,23,2,5,0,0,35,0,9,0,2,0
2012-10-23,24,3,14,0,1,48,7,37,0,2,0
2012-10-24,10,5,2,0,0,90,0,7,0,5,0
2012-10-25,26,2,3,1,3,52,1,4,0,9,0
2012-10-26,14,7,2,1,1,33,0,7,0,0,0
2012-10-27,4,0,0,2,1,38,2,4,0,4,0
2012-10-28,7,3,1,1,5,17,0,10,0,1,0
2012-10-29,8,3,1,0,0,42,4,3,0,1,0
2012-10-30,9,6,0,2,0,56,1,18,0,2,0
2012-10-31,36,3,1,2,0,66,0,11,0,1,0
2012-11-01,15,5,3,0,1,60,0,17,0,1,0
2012-11-02,13,5,2,3,0,40,0,0,0,0,0
2012-11-03,5,3,1,1,0,9,1,1,0,1,0
2012-11-04,14,2,3,0,1,44,0,1,0,2,0
2012-11-05,28,4,0,6,1,49,18,14,0,13,0
2012-11-06,15,2,0,7,0,52,0,7,0,6,0
2012-11-07,21,10,3,2,0,30,0,3,0,1,0
2012-11-08,13,3,1,1,0,78,0,3,0,7,0
2012-11-09,16,4,0,2,0,26,0,2,0,0,0
2012-11-10,2,1,0,2,0,18,0,0,0,0,0
2012-11-11,17,4,0,2,0,42,0,9,0,14,0
2012-11-12,22,6,1,4,0,65,1,12,0,4,0
2012-11-13,18,2,1,1,1,45,2,8,0,1,0
2012-11-14,27,11,6,0,1,35,2,3,0,3,0
2012-11-15,16,4,0,2,1,31,2,2,0,0,0
2012-11-16,38,7,0,1,0,41,3,4,0,0,0
2012-11-17,5,2,0,0,0,16,0,1,0,0,0
2012-11-18,4,1,1,1,1,32,0,2,0,1,0
2012-11-19,12,3,0,3,0,55,0,9,0,0,0
2012-11-20,15,8,0,0,0,76,3,3,0,0,0
2012-11-21,14,3,1,1,1,38,5,0,0,0,0
2012-11-22,3,3,0,0,1,7,0,2,0,0,0
2012-11-23,10,4,0,1,1,18,2,1,0,0,0
2012-11-24,2,21,0,1,0,11,3,8,0,1,0
2012-11-25,7,2,0,0,2,25,2,43,0,4,0
2012-11-26,19,7,1,1,3,40,1,23,0,1,0
2012-11-27,12,7,2,7,1,70,1,8,0,0,0
2012-11-28,20,7,2,2,2,49,0,22,0,0,0
2012-11-29,25,3,4,0,1,61,0,7,0,0,0
2012-11-30,16,2,0,0,0,47,1,6,0,0,0
2012-12-01,11,3,0,0,0,11,0,4,0,0,0
2012-12-02,7,3,3,2,1,31,2,11,0,0,0
2012-12-03,18,15,4,0,0,45,6,3,0,0,0
2012-12-04,20,8,0,2,1,42,7,15,0,0,0
2012-12-05,25,6,1,2,0,33,0,2,0,1,0
2012-12-06,25,8,0,0,0,71,5,4,0,9,0
2012-12-07,31,11,0,1,0,53,3,0,0,2,0
2012-12-08,19,4,0,0,0,10,0,0,0,1,0
2012-12-09,4,6,0,0,0,17,1,3,0,0,0
2012-12-10,26,13,2,0,0,59,3,3,0,0,0
2012-12-11,19,6,2,2,4,57,1,4,0,3,0
2012-12-12,49,5,2,1,9,58,0,0,0,0,0
2012-12-13,34,3,1,2,2,76,7,2,0,61,0
2012-12-14,35,7,1,2,1,32,0,1,0,0,0
2012-12-15,24,0,0,0,1,28,0,1,0,0,0
2012-12-16,15,0,0,0,0,24,0,0,0,3,0
2012-12-17,54,5,1,1,2,58,6,12,0,7,0
2012-12-18,55,6,3,2,2,45,1,6,0,6,0
2012-12-19,24,4,0,1,0,25,0,2,0,0,0
2012-12-20,7,11,0,0,0,10,1,0,0,0,0
2012-12-21,21,6,1,0,0,26,3,0,0,0,0
2012-12-22,8,2,0,0,0,10,0,0,0,0,0
2012-12-23,9,2,3,1,3,33,1,0,0,0,0
2012-12-24,2,1,0,0,1,4,0,1,0,0,0
2012-12-25,1,5,0,1,1,44,0,2,0,0,0
2012-12-26,5,0,0,0,1,36,1,0,0,0,0
2012-12-27,2,5,0,0,0,27,0,0,0,0,0
