date,academic,cfp,funding,misc,personal,research,service-external,service-internal,system,teaching,twitter
2001-12-31,0,0,0,0,0,5,0,0,0,0,0
2003-04-12,0,0,0,0,0,1,0,0,0,0,0
2003-05-16,0,0,0,0,0,1,0,0,0,0,0
2004-05-26,0,0,3,0,0,0,0,0,0,0,0
2004-05-28,2,0,1,0,0,0,0,0,0,0,0
2004-05-29,2,0,0,0,0,0,0,0,0,0,0
2004-06-01,4,0,0,0,0,0,0,0,0,0,0
2004-06-02,1,0,2,0,0,0,0,0,0,0,0
2004-06-03,7,0,0,0,0,7,0,0,0,0,0
2004-06-04,4,0,1,0,0,8,0,0,0,0,0
2004-06-06,3,0,0,0,0,2,0,0,0,0,0
2004-06-07,5,0,3,0,0,1,0,0,0,0,0
2004-06-08,1,0,2,0,0,0,0,0,0,0,0
2004-06-09,0,0,2,0,0,0,0,0,0,0,0
2004-06-10,2,0,2,0,0,1,0,0,0,0,0
2004-06-11,3,0,0,0,0,0,0,0,0,0,0
2004-06-12,3,0,0,0,0,2,0,0,0,0,0
2004-06-14,3,0,2,0,0,5,0,0,0,0,0
2004-06-15,7,0,2,0,0,1,0,0,0,0,0
2004-06-16,0,0,0,0,0,7,0,0,0,0,0
2004-06-17,1,0,2,1,0,0,0,0,0,0,0
2004-06-18,0,0,2,0,0,3,0,0,0,0,0
2004-06-19,1,0,0,0,0,0,0,0,0,0,0
2004-06-20,2,0,4,0,0,12,0,0,0,0,0
2004-06-21,3,0,2,0,0,8,0,0,0,0,0
2004-06-23,2,0,2,0,0,4,0,0,0,0,0
2004-06-24,2,0,0,0,0,1,0,0,0,0,0
2004-06-25,1,0,1,0,0,2,0,0,0,0,0
2004-06-26,1,0,1,0,0,0,0,0,0,0,0
2004-06-27,5,0,0,0,0,1,0,0,0,0,0
2004-06-28,5,0,0,0,0,1,0,0,0,0,0
2004-06-29,12,0,7,0,0,1,0,0,0,1,0
2004-06-30,4,0,1,0,0,2,0,0,0,0,0
2004-07-01,1,0,0,0,0,1,0,0,0,0,0
2004-07-02,1,0,1,0,0,1,0,0,0,6,0
2004-07-03,0,0,0,0,0,4,0,0,0,0,0
2004-07-04,0,0,0,0,0,1,0,0,0,0,0
2004-07-05,0,0,0,0,0,4,0,0,0,0,0
2004-07-06,0,0,3,0,0,1,0,0,0,0,0
2004-07-07,0,0,4,0,0,5,0,0,0,0,0
2004-07-08,4,0,0,0,0,7,0,0,0,0,0
2004-07-09,1,0,3,0,0,2,0,0,0,0,0
2004-07-10,0,0,3,0,0,0,0,0,0,0,0
2004-07-11,0,0,0,0,0,2,0,0,0,0,0
2004-07-12,4,0,2,0,0,1,0,0,0,0,0
2004-07-13,4,0,0,0,0,1,0,0,0,0,0
2004-07-14,2,0,0,0,0,1,0,0,0,0,0
2004-07-15,11,0,0,0,0,2,0,0,0,1,0
2004-07-16,3,0,0,0,0,8,0,0,0,0,0
2004-07-17,0,0,0,0,0,2,0,0,0,0,0
2004-07-18,1,0,0,0,0,5,0,0,0,0,0
2004-07-19,3,0,0,0,0,1,0,0,0,0,0
2004-07-20,9,0,1,0,0,3,0,0,0,0,0
2004-07-21,0,0,0,0,0,0,0,0,0,2,0
2004-07-22,5,0,0,0,1,2,0,0,0,0,0
2004-07-23,1,0,0,0,0,2,0,0,0,0,0
2004-07-26,2,0,0,0,0,0,0,0,0,0,0
2004-07-27,1,0,0,0,0,0,0,0,0,0,0
2004-07-28,7,0,0,0,0,0,0,0,0,0,0
2004-07-29,3,0,0,0,0,1,0,0,0,0,0
2004-07-30,4,0,0,0,0,0,0,0,0,0,0
2004-08-03,5,0,0,0,0,3,0,0,0,0,0
2004-08-04,3,0,0,0,0,0,0,0,0,1,0
2004-08-05,5,0,0,0,0,0,0,0,0,0,0
2004-08-06,3,0,0,0,0,0,0,0,0,0,0
2004-08-08,2,0,0,0,0,0,0,0,0,0,0
2004-08-09,3,0,0,0,0,0,0,0,0,2,0
2004-08-10,5,0,2,0,0,1,0,0,0,2,0
2004-08-11,2,0,0,0,0,1,0,0,0,0,0
2004-08-12,10,0,7,1,0,0,0,0,0,4,0
2004-08-13,4,0,8,0,0,0,0,0,0,0,0
2004-08-14,1,0,1,0,0,0,0,0,0,0,0
2004-08-15,1,0,0,0,1,12,0,0,0,0,0
2004-08-16,1,0,15,0,1,2,0,0,0,0,0
2004-08-17,3,0,16,0,0,0,0,0,0,0,0
2004-08-18,3,0,18,1,0,1,0,0,0,3,0
2004-08-19,0,0,28,0,4,1,0,0,0,0,0
2004-08-20,1,0,9,0,0,0,0,0,0,1,0
2004-08-21,1,0,0,0,0,0,0,0,0,0,0
2004-08-22,0,0,5,0,0,1,0,0,0,2,0
2004-08-23,5,0,13,0,0,7,0,0,0,0,0
2004-08-24,3,0,4,0,0,3,0,0,0,3,0
2004-08-25,15,0,1,0,0,0,0,0,0,9,0
2004-08-26,8,0,3,0,1,0,0,0,0,8,0
2004-08-27,2,0,0,0,5,0,0,0,0,19,0
2004-08-28,3,0,1,0,3,0,0,0,0,5,0
2004-08-29,0,0,0,0,0,0,0,0,0,4,0
2004-08-30,3,0,1,0,0,1,0,0,0,6,0
2004-08-31,1,0,0,1,0,1,0,0,0,0,0
2004-09-01,5,0,3,2,1,10,0,0,0,3,0
2004-09-02,5,0,1,0,1,4,0,0,0,3,0
2004-09-03,0,0,2,0,2,3,0,0,0,0,0
2004-09-04,1,0,1,0,0,3,0,0,0,0,0
2004-09-05,1,0,0,0,2,4,0,0,0,5,0
2004-09-06,1,0,10,0,3,8,0,0,0,2,0
2004-09-07,2,0,1,0,1,3,0,0,0,2,0
2004-09-08,0,0,2,0,1,7,0,0,0,2,0
2004-09-09,2,0,5,1,1,8,0,0,0,10,0
2004-09-10,17,0,5,3,5,5,0,0,0,21,0
2004-09-11,3,0,1,0,0,2,0,0,0,11,0
2004-09-12,3,0,2,0,0,2,0,0,0,11,0
2004-09-13,5,0,10,2,0,7,0,0,0,29,0
2004-09-14,2,0,0,0,1,1,0,0,0,19,0
2004-09-15,3,0,4,0,0,5,0,0,0,25,0
2004-09-16,8,0,0,1,0,5,0,0,0,18,0
2004-09-17,8,0,13,1,0,11,0,0,0,17,0
2004-09-18,0,0,0,0,2,0,0,0,0,4,0
2004-09-19,5,0,1,0,3,1,0,0,0,5,0
2004-09-20,17,0,8,0,3,16,0,0,0,11,0
2004-09-21,5,0,7,0,3,12,0,0,0,7,0
2004-09-22,5,0,3,0,7,13,0,0,0,4,0
2004-09-23,10,0,1,0,2,15,0,0,0,2,0
2004-09-24,12,0,3,1,4,5,0,0,0,5,0
2004-09-25,4,0,0,0,0,1,0,0,0,1,0
2004-09-26,3,0,1,0,2,2,0,0,0,5,0
2004-09-27,12,0,6,0,2,8,0,0,0,4,0
2004-09-28,3,0,2,2,1,3,0,0,0,6,0
2004-09-29,5,0,0,0,1,4,0,0,0,10,0
2004-09-30,3,0,5,1,4,6,0,0,0,6,0
2004-10-01,14,0,8,0,0,11,0,0,0,3,0
2004-10-02,2,0,1,0,0,1,0,0,0,1,0
2004-10-03,9,0,3,4,0,5,0,0,0,1,0
2004-10-04,8,0,5,3,1,14,0,0,0,20,0
2004-10-05,8,0,1,0,5,4,0,0,0,6,0
2004-10-06,7,0,12,0,0,3,0,0,0,6,0
2004-10-07,0,0,2,0,0,2,0,0,0,10,0
2004-10-08,4,0,0,0,0,4,0,0,0,8,0
2004-10-09,0,0,0,0,0,1,0,0,0,1,0
2004-10-10,0,0,2,0,1,1,0,0,0,2,0
2004-10-11,0,0,12,1,4,0,0,0,0,6,0
2004-10-12,5,3,37,1,8,5,0,0,0,2,0
2004-10-13,5,0,23,0,2,8,0,0,0,6,0
2004-10-14,7,0,0,0,0,13,0,0,0,3,0
2004-10-15,2,0,0,0,1,5,0,0,0,0,0
2004-10-16,2,0,0,3,0,4,0,0,0,0,0
2004-10-17,3,0,1,0,3,10,0,0,0,1,0
2004-10-18,10,0,1,0,5,10,0,0,0,10,0
2004-10-19,15,0,1,0,7,15,0,0,0,7,0
2004-10-20,13,0,1,0,7,14,0,0,0,13,0
2004-10-21,9,0,4,2,0,8,0,0,0,10,0
2004-10-22,9,2,7,0,5,12,0,0,0,2,0
2004-10-23,2,0,0,0,0,2,0,0,0,0,0
2004-10-24,1,0,0,0,2,7,0,0,0,1,0
2004-10-25,2,0,1,0,4,14,0,0,0,10,0
2004-10-26,10,0,0,6,5,7,0,0,0,3,0
2004-10-27,13,0,2,7,1,4,0,0,0,2,0
2004-10-28,5,2,1,1,5,4,0,0,0,2,0
2004-10-29,7,0,3,0,0,0,0,0,0,1,0
2004-10-30,1,0,1,0,0,0,0,0,0,0,0
2004-10-31,0,0,0,0,0,1,0,0,0,0,0
2004-11-01,7,0,6,0,2,3,0,0,0,4,0
2004-11-02,10,0,5,1,3,3,0,0,0,13,0
2004-11-03,4,3,1,2,0,6,0,0,0,10,0
2004-11-04,10,2,4,3,2,6,0,0,0,6,0
2004-11-05,1,2,7,0,0,3,0,0,0,4,0
2004-11-06,0,0,5,0,0,2,0,0,0,1,0
2004-11-07,0,1,3,0,2,2,0,0,0,4,0
2004-11-08,14,0,19,0,6,10,0,0,0,13,0
2004-11-09,4,0,5,0,1,8,0,0,0,3,0
2004-11-10,3,0,3,0,7,3,0,0,0,0,0
2004-11-11,6,0,1,0,2,5,0,0,0,4,0
2004-11-12,10,0,6,0,3,6,0,0,0,5,0
2004-11-13,6,0,0,0,0,1,0,0,0,0,0
2004-11-14,5,0,3,0,0,3,0,0,0,1,0
2004-11-15,5,3,15,0,3,11,0,0,0,20,0
2004-11-16,3,0,7,0,0,4,0,0,0,7,0
2004-11-17,9,0,3,0,3,5,0,0,0,3,0
2004-11-18,7,0,0,0,9,1,0,0,0,10,0
2004-11-19,6,0,2,0,0,2,0,0,0,4,0
2004-11-20,2,0,0,0,1,2,0,0,0,6,0
2004-11-21,3,0,3,3,0,5,0,0,0,0,0
2004-11-22,0,0,1,1,5,15,0,0,0,2,0
2004-11-23,1,2,1,0,9,7,0,0,0,2,0
2004-11-24,0,0,5,0,1,4,0,0,0,0,0
2004-11-25,0,0,1,0,0,2,0,0,0,0,0
2004-11-26,0,0,0,0,1,0,0,0,0,0,0
2004-11-27,0,0,0,0,1,0,0,0,0,0,0
2004-11-28,1,0,0,0,0,1,0,0,0,1,0
2004-11-29,7,0,5,0,1,1,0,0,0,2,0
2004-11-30,13,3,12,0,5,13,0,0,0,4,0
2004-12-01,13,0,4,1,3,5,0,0,0,16,0
2004-12-02,11,0,4,0,12,6,0,0,0,9,0
2004-12-03,4,0,6,0,3,14,0,0,0,0,0
2004-12-04,2,0,2,0,1,4,0,0,0,1,0
2004-12-05,0,0,1,0,3,1,0,0,0,0,0
2004-12-06,6,0,2,0,7,10,0,0,0,3,0
2004-12-07,3,5,1,0,4,9,0,0,0,6,0
2004-12-08,8,0,0,0,2,3,0,0,0,11,0
2004-12-09,4,4,0,0,5,7,0,0,0,4,0
2004-12-10,3,0,5,0,3,9,0,0,0,9,0
2004-12-11,0,0,0,0,0,8,0,0,0,0,0
2004-12-12,0,0,0,0,2,11,0,0,0,12,0
2004-12-13,1,0,2,2,0,20,0,0,0,9,0
2004-12-14,2,0,3,0,15,22,0,0,0,14,0
2004-12-15,8,0,1,1,7,11,0,0,0,12,0
2004-12-16,11,0,0,1,1,5,0,0,0,16,0
2004-12-17,2,2,0,1,0,5,0,0,0,11,0
2004-12-18,0,0,0,0,1,0,0,0,0,7,0
2004-12-19,0,0,0,0,0,3,0,0,0,0,0
2004-12-20,2,4,0,0,5,2,0,0,0,1,0
2004-12-21,2,0,1,0,0,5,0,0,0,7,0
2004-12-22,1,0,0,0,2,8,0,0,0,5,0
2004-12-23,3,2,1,0,1,5,0,0,0,1,0
2004-12-24,0,0,0,0,0,1,0,0,0,2,0
2004-12-27,2,2,0,0,0,2,0,0,0,0,0
2004-12-28,1,0,0,0,0,4,0,0,0,0,0
2004-12-29,5,0,0,1,0,5,0,0,0,0,0
2004-12-30,3,0,0,0,3,4,0,0,0,1,0
2004-12-31,0,0,0,0,2,1,0,0,0,0,0
2005-01-01,1,0,0,0,3,2,0,0,0,0,0
2005-01-02,1,0,0,1,1,11,0,0,0,1,0
2005-01-03,5,0,0,1,6,15,0,0,0,0,0
2005-01-04,8,0,2,0,1,24,0,0,0,1,0
2005-01-05,5,0,0,0,0,16,0,0,0,1,0
2005-01-06,5,0,1,1,1,16,0,0,0,2,0
2005-01-07,5,0,0,0,0,7,0,0,0,0,0
2005-01-08,0,0,0,0,0,10,0,0,0,0,0
2005-01-09,0,0,0,0,0,1,0,0,0,0,0
2005-01-10,9,0,0,0,8,13,0,0,0,0,0
2005-01-11,0,5,1,0,2,21,0,0,0,0,0
2005-01-12,1,4,1,1,12,11,0,0,0,0,0
2005-01-13,6,7,1,0,15,19,0,0,0,0,0
2005-01-14,0,0,0,0,3,13,0,0,0,0,0
2005-01-15,0,0,0,0,7,12,0,0,0,0,0
2005-01-16,1,0,0,0,2,9,0,0,0,0,0
2005-01-17,2,0,0,0,0,16,0,0,0,0,0
2005-01-18,1,0,0,0,0,28,0,1,0,0,0
2005-01-19,7,0,2,0,3,22,0,0,0,0,0
2005-01-20,2,1,1,0,1,22,0,0,0,0,0
2005-01-21,2,0,0,0,0,11,0,0,0,3,0
2005-01-22,0,0,0,0,2,3,0,0,0,0,0
2005-01-23,1,0,0,0,2,4,0,0,0,0,0
2005-01-24,9,0,1,0,1,20,0,0,0,0,0
2005-01-25,11,0,0,0,3,37,0,0,0,7,0
2005-01-26,15,0,0,0,6,30,0,0,0,10,0
2005-01-27,9,7,0,0,10,20,0,0,0,22,0
2005-01-28,11,0,0,0,6,24,0,0,0,8,0
2005-01-29,1,0,0,0,1,6,0,0,0,6,0
2005-01-30,7,0,0,0,0,5,0,0,0,1,0
2005-01-31,9,0,0,0,3,17,0,0,0,10,0
2005-02-01,13,4,1,0,7,25,0,0,0,3,0
2005-02-02,18,0,0,0,7,9,0,0,0,2,0
2005-02-03,0,0,0,0,7,5,0,0,0,3,0
2005-02-04,1,0,0,0,0,6,0,0,0,0,0
2005-02-05,1,0,0,1,0,7,0,0,0,3,0
2005-02-06,5,0,0,0,1,12,0,0,0,3,0
2005-02-07,9,0,0,0,8,17,0,0,0,4,0
2005-02-08,5,0,0,0,2,21,0,0,0,7,0
2005-02-09,3,5,1,0,6,28,0,0,0,3,0
2005-02-10,11,0,0,0,1,30,0,0,0,7,0
2005-02-11,8,0,0,0,7,16,0,0,0,0,0
2005-02-12,1,0,0,0,3,4,0,0,0,7,0
2005-02-13,1,0,0,0,3,9,0,0,0,18,0
2005-02-14,10,0,2,0,7,23,0,0,0,7,0
2005-02-15,1,0,0,0,6,15,0,0,0,4,0
2005-02-16,2,0,0,0,8,15,0,0,0,2,0
2005-02-17,4,0,0,0,11,21,0,0,0,0,0
2005-02-18,1,0,1,0,4,6,0,0,0,4,0
2005-02-19,3,0,0,0,0,4,0,0,0,0,0
2005-02-20,0,0,0,0,0,1,0,0,0,0,0
2005-02-21,3,0,3,0,2,27,0,0,0,0,0
2005-02-22,13,8,1,0,11,26,0,0,0,1,0
2005-02-23,1,0,0,0,11,16,0,0,0,0,0
2005-02-24,6,0,0,0,2,15,0,0,0,0,0
2005-02-25,1,4,0,0,12,37,0,0,0,1,0
2005-02-26,1,0,0,0,0,7,0,0,0,0,0
2005-02-27,0,0,0,3,1,22,0,0,0,1,0
2005-02-28,3,0,0,3,4,39,0,0,0,9,0
2005-03-01,9,0,2,4,9,37,0,0,0,21,0
2005-03-02,10,0,0,0,0,36,0,0,0,8,0
2005-03-03,16,10,1,3,6,45,0,0,0,4,0
2005-03-04,3,0,0,3,4,9,0,0,0,0,0
2005-03-05,1,0,0,0,0,7,0,0,0,0,0
2005-03-06,4,0,0,2,0,7,0,0,0,0,0
2005-03-07,7,8,3,1,1,28,0,0,0,4,0
2005-03-08,9,0,0,5,10,28,0,0,0,11,0
2005-03-09,12,0,0,0,6,11,0,0,0,5,0
2005-03-10,14,0,0,2,1,24,0,0,0,0,0
2005-03-11,16,0,1,1,4,22,0,0,0,12,0
2005-03-12,0,0,0,0,0,2,0,0,0,2,0
2005-03-13,0,0,0,5,0,24,0,0,0,4,0
2005-03-14,15,0,2,2,2,50,0,0,0,11,0
2005-03-15,11,9,0,2,2,36,0,0,0,7,0
2005-03-16,13,0,0,0,0,39,0,0,0,5,0
2005-03-17,6,0,0,0,7,23,0,0,0,1,0
2005-03-18,9,2,0,0,8,5,0,0,0,0,0
2005-03-19,2,0,0,0,0,2,0,0,0,0,0
2005-03-20,3,0,0,3,1,7,0,0,0,1,0
2005-03-21,3,5,0,5,2,62,0,0,0,6,0
2005-03-22,0,0,0,2,3,39,0,0,0,13,0
2005-03-23,2,0,0,1,5,56,0,0,0,7,0
2005-03-24,8,0,0,0,3,44,0,0,0,4,0
2005-03-25,3,0,0,1,9,40,0,0,0,0,0
2005-03-26,1,0,0,1,1,2,0,0,0,0,0
2005-03-27,2,0,0,0,0,18,0,0,0,0,0
2005-03-28,10,0,1,2,4,36,0,0,0,3,0
2005-03-29,17,0,0,0,5,33,0,0,0,1,0
2005-03-30,12,0,0,1,3,59,0,0,0,4,0
2005-03-31,7,13,1,1,1,25,0,0,0,3,0
2005-04-01,9,0,0,0,4,19,0,0,0,3,0
2005-04-02,6,0,0,0,0,5,0,0,0,1,0
2005-04-03,3,0,0,0,1,8,0,0,0,15,0
2005-04-04,8,0,0,0,2,37,0,0,0,7,0
2005-04-05,8,11,0,1,3,64,0,0,0,5,0
2005-04-06,7,0,0,0,1,37,0,0,0,0,0
2005-04-07,6,0,1,3,4,47,0,0,0,8,0
2005-04-08,7,0,0,0,5,22,0,0,0,8,0
2005-04-09,3,8,0,1,2,19,0,0,0,1,0
2005-04-10,1,0,0,0,0,18,0,0,0,6,0
2005-04-11,7,0,2,0,3,50,0,0,0,5,0
2005-04-12,20,0,0,1,0,51,0,0,0,6,0
2005-04-13,10,0,3,0,1,56,0,0,0,7,0
2005-04-14,22,0,4,0,4,86,0,0,0,7,0
2005-04-15,12,2,0,0,3,32,0,0,0,0,0
2005-04-16,4,6,0,3,0,5,0,0,0,0,0
2005-04-17,3,0,0,1,0,26,0,0,0,2,0
2005-04-18,13,0,0,4,2,52,0,0,0,3,0
2005-04-19,20,0,0,1,1,60,0,0,0,0,0
2005-04-20,10,0,0,0,2,61,0,0,0,0,0
2005-04-21,12,1,0,0,2,18,0,0,0,0,0
2005-04-22,5,0,3,1,2,48,0,0,0,0,0
2005-04-23,3,0,0,3,3,2,0,0,0,0,0
2005-04-24,1,0,0,0,0,12,0,0,0,0,0
2005-04-25,15,0,0,2,6,42,0,0,0,2,0
2005-04-26,4,0,1,3,2,38,0,0,0,0,0
2005-04-27,9,0,0,1,0,35,0,0,0,0,0
2005-04-28,8,0,1,4,1,46,0,0,0,0,0
2005-04-29,2,0,0,0,0,14,0,0,0,0,0
2005-04-30,0,0,0,0,0,12,0,0,0,0,0
2005-05-01,4,0,0,0,0,6,0,0,0,1,0
2005-05-02,13,0,0,0,0,50,0,0,0,0,0
2005-05-03,4,8,0,0,0,34,0,0,0,0,0
2005-05-04,2,0,1,0,2,47,0,0,0,0,0
2005-05-05,8,0,0,0,3,51,0,0,0,3,0
2005-05-06,12,5,0,0,1,67,0,0,0,7,0
2005-05-07,2,0,0,0,2,15,0,0,0,1,0
2005-05-08,0,0,1,0,1,11,0,0,0,2,0
2005-05-09,7,0,0,0,2,40,0,0,0,9,0
2005-05-10,14,0,0,6,2,43,0,0,0,3,0
2005-05-11,6,0,0,0,2,64,0,0,0,0,0
2005-05-12,6,3,0,0,5,30,0,0,0,1,0
2005-05-13,3,0,0,2,2,28,0,0,0,2,0
2005-05-14,3,0,0,0,0,2,0,0,0,3,0
2005-05-15,8,0,0,0,0,2,0,0,0,4,0
2005-05-16,14,0,1,1,10,24,0,0,0,19,0
2005-05-17,13,0,2,2,5,49,0,0,0,8,0
2005-05-18,3,0,0,0,1,38,0,0,0,4,0
2005-05-19,8,0,2,0,4,54,0,0,0,5,0
2005-05-20,1,0,1,1,0,32,0,0,0,9,0
2005-05-21,1,0,0,0,0,6,0,0,0,9,0
2005-05-22,1,0,0,0,0,2,0,0,0,0,0
2005-05-23,7,0,0,1,4,35,0,0,0,0,0
2005-05-24,1,0,0,2,9,24,0,0,0,0,0
2005-05-25,11,3,14,5,0,43,0,0,0,0,0
2005-05-26,4,7,0,0,1,40,0,0,0,0,0
2005-05-27,5,0,1,0,0,65,0,0,0,0,0
2005-05-28,0,0,0,0,2,5,0,0,0,0,0
2005-05-29,1,0,0,0,3,23,0,0,0,0,0
2005-05-30,0,0,0,0,4,13,0,0,0,0,0
2005-05-31,2,4,0,0,10,104,0,0,0,0,0
2005-06-01,3,3,0,0,5,50,0,0,0,0,0
2005-06-02,2,0,0,5,7,12,0,0,0,0,0
2005-06-03,2,0,1,1,0,18,0,0,0,0,0
2005-06-04,1,0,0,2,0,3,0,0,0,0,0
2005-06-05,2,0,0,0,0,7,0,0,0,0,0
2005-06-06,7,0,0,0,7,69,0,0,0,0,0
2005-06-07,2,8,0,6,20,63,0,0,0,0,0
2005-06-08,8,1,0,0,9,58,0,0,0,0,0
2005-06-09,9,0,0,0,1,78,0,0,0,0,0
2005-06-10,16,0,0,2,1,45,0,0,0,0,0
2005-06-11,1,0,0,0,0,4,0,0,0,0,0
2005-06-12,0,0,0,0,1,12,0,0,0,0,0
2005-06-13,1,0,3,1,1,26,0,0,0,0,0
2005-06-14,7,6,7,1,7,34,0,0,0,0,0
2005-06-15,5,0,5,0,7,28,0,1,0,0,0
2005-06-16,4,0,2,0,7,48,0,0,0,0,0
2005-06-17,11,0,1,0,2,13,0,0,0,0,0
2005-06-18,0,0,0,0,5,6,0,0,0,0,0
2005-06-19,1,0,0,0,0,5,0,0,0,0,0
2005-06-20,7,0,0,0,5,21,0,0,0,0,0
2005-06-21,11,2,0,0,4,15,0,0,0,0,0
2005-06-22,4,0,3,0,0,37,0,0,0,0,0
2005-06-23,4,0,2,2,2,10,0,0,0,0,0
2005-06-24,2,0,1,0,2,6,0,0,0,0,0
2005-06-25,2,0,0,2,0,0,0,0,0,0,0
2005-06-26,4,0,1,0,0,5,0,0,0,0,0
2005-06-27,7,0,1,0,0,6,0,0,0,0,0
2005-06-28,2,0,0,1,1,1,0,0,0,0,0
2005-06-29,1,0,0,1,0,3,0,0,0,0,0
2005-06-30,2,0,0,0,0,19,0,0,0,0,0
2005-07-01,2,0,0,3,0,9,0,0,0,0,0
2005-07-02,0,0,3,0,0,5,0,0,0,0,0
2005-07-03,0,0,0,0,0,10,0,0,0,0,0
2005-07-04,4,0,1,1,1,9,0,0,0,0,0
2005-07-05,6,0,8,0,0,19,0,0,0,0,0
2005-07-06,5,0,5,3,7,30,0,0,0,0,0
2005-07-07,5,0,8,2,3,19,0,0,0,0,0
2005-07-08,7,0,15,0,0,10,0,0,0,0,0
2005-07-09,3,0,1,0,0,2,0,0,0,0,0
2005-07-10,0,0,5,0,0,1,0,0,0,0,0
2005-07-11,7,0,21,3,0,11,0,0,0,0,0
2005-07-12,13,0,3,3,0,13,0,0,0,0,0
2005-07-13,8,0,30,0,3,17,0,0,0,0,0
2005-07-14,9,0,26,0,1,12,0,0,0,0,0
2005-07-15,3,0,3,0,3,15,0,0,0,0,0
2005-07-16,0,0,2,0,1,0,0,0,0,0,0
2005-07-17,1,0,1,1,2,0,0,0,0,0,0
2005-07-18,1,0,3,1,1,9,0,0,0,0,0
2005-07-19,11,0,11,0,0,8,0,0,0,0,0
2005-07-20,8,0,0,0,11,18,0,0,0,0,0
2005-07-21,10,0,2,0,2,22,0,0,0,0,0
2005-07-22,2,0,1,0,4,20,0,0,0,0,0
2005-07-23,0,0,0,0,0,13,0,0,0,0,0
2005-07-24,0,0,0,0,1,11,0,0,0,0,0
2005-07-25,1,0,0,0,9,15,0,0,0,0,0
2005-07-26,22,0,0,0,10,28,0,0,0,0,0
2005-07-27,7,0,0,0,1,18,0,0,0,0,0
2005-07-28,3,0,0,0,1,22,0,0,0,0,0
2005-07-29,3,0,0,0,1,24,0,0,0,3,0
2005-07-30,0,0,0,0,0,6,0,0,0,0,0
2005-07-31,1,0,0,0,2,8,0,0,0,0,0
2005-08-01,6,0,0,0,1,14,0,0,0,0,0
2005-08-02,7,2,0,0,18,21,0,0,0,0,0
2005-08-03,4,0,0,2,8,20,0,0,0,0,0
2005-08-04,11,0,0,1,14,24,0,0,0,4,0
2005-08-05,2,0,0,0,4,21,0,0,0,2,0
2005-08-06,3,0,0,2,0,9,0,0,0,0,0
2005-08-07,0,0,0,0,3,9,0,0,0,0,0
2005-08-08,4,2,0,2,29,25,0,0,0,0,0
2005-08-09,1,0,0,2,4,28,3,0,0,0,0
2005-08-10,6,0,2,1,1,44,4,0,0,0,0
2005-08-11,2,1,0,0,10,29,4,0,0,2,0
2005-08-12,3,0,0,1,2,7,3,0,0,0,0
2005-08-13,1,0,0,0,0,8,1,0,0,0,0
2005-08-14,2,0,0,0,1,6,0,0,0,0,0
2005-08-15,2,1,0,0,2,5,0,0,0,0,0
2005-08-16,5,0,0,0,8,19,2,0,0,5,0
2005-08-17,2,0,1,0,17,25,0,0,0,2,0
2005-08-18,2,0,0,0,5,15,1,0,0,2,0
2005-08-19,10,0,0,2,1,52,1,0,0,5,0
2005-08-21,2,0,0,0,1,0,0,0,0,2,0
2005-08-22,3,0,1,0,8,20,0,0,0,5,0
2005-08-23,11,0,0,6,8,15,0,0,0,2,0
2005-08-24,4,0,0,0,6,14,0,1,0,3,0
2005-08-25,3,5,1,0,10,8,0,0,0,12,0
2005-08-26,3,1,0,6,14,20,0,0,0,3,0
2005-08-27,0,0,0,0,1,1,0,0,0,0,0
2005-08-28,4,0,0,0,3,2,0,0,0,1,0
2005-08-29,6,0,0,0,4,17,0,1,0,2,0
2005-08-30,2,0,3,4,11,22,0,16,0,6,0
2005-08-31,8,0,1,0,4,23,1,20,0,5,0
2005-09-01,9,0,0,0,8,12,0,20,0,5,0
2005-09-02,9,0,0,0,2,14,0,7,0,2,0
2005-09-03,1,0,0,0,1,11,0,0,0,1,0
2005-09-04,0,0,0,0,0,2,0,3,0,2,0
2005-09-05,0,0,0,0,0,1,0,1,0,0,0
2005-09-06,7,0,0,3,11,33,1,21,0,0,0
2005-09-07,4,0,0,2,9,26,0,9,0,0,0
2005-09-08,1,0,0,1,7,40,1,7,0,0,0
2005-09-09,13,0,0,2,1,11,0,0,0,0,0
2005-09-10,1,0,0,0,0,1,0,0,0,0,0
2005-09-11,1,0,0,0,1,3,0,0,0,3,0
2005-09-12,20,0,0,0,2,44,0,8,0,3,0
2005-09-13,8,5,0,2,0,43,0,12,0,7,0
2005-09-14,3,0,0,0,0,36,0,0,0,3,0
2005-09-15,1,0,2,0,4,38,0,5,0,3,0
2005-09-16,2,4,3,0,8,63,0,12,0,6,0
2005-09-17,0,0,0,0,2,11,0,1,0,1,0
2005-09-18,1,0,0,0,0,12,0,4,0,1,0
2005-09-19,10,0,0,0,1,50,0,9,0,11,0
2005-09-20,12,0,2,0,10,50,0,15,0,24,0
2005-09-21,21,0,0,0,0,16,0,6,0,13,0
2005-09-22,10,3,5,1,4,14,1,4,0,7,0
2005-09-23,21,0,5,0,40,8,3,7,0,10,0
2005-09-24,2,0,8,0,2,13,1,1,0,3,0
2005-09-25,0,0,0,0,5,28,0,7,0,5,0
2005-09-26,3,0,3,1,3,13,3,5,0,22,0
2005-09-27,2,0,5,2,2,27,2,0,0,4,0
2005-09-28,0,0,2,0,0,15,0,0,0,2,0
2005-09-29,6,0,3,0,0,11,4,1,0,8,0
2005-09-30,2,0,0,0,0,35,1,12,0,4,0
